isbn13,isbn10,title,authors,categories,description,thumbnail,average_rating,num_pages,cleaned_description,simple_categories_binary,genre
9780061161575,0061161578,Ines of My Soul LP,Isabel Allende,Fiction,"A fact-based novel that recounts the life of national heroine Inés Suarez, a daring Spanish conquistadora who toiled to build the nation of Chile.",http://books.google.com/books/content?id=GDwU4rFSEFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,528.0,factbased novel recount life national heroine in suarez daring spanish conquistadora toiled build nation chile,fiction,Literature & Drama
9780061177590,0061177598,Women,Charles Bukowski,Fiction,"Tells the story of an ugly middle-aged man who has gone unloved for too long, but a change comes over him at the age of fifty as he begins more and more relationships with women, in a compelling study of life lived on the edge. Reprint. 15,000 first printing.",http://books.google.com/books/content?id=170LAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,291.0,tell story ugly middleaged man gone unloved long change come age fifty begin relationship woman compelling study life lived edge reprint first printing,fiction,Literature & Drama
9780061205699,0061205699,To Kill a Mockingbird (slipcased edition),Harper Lee,Fiction,"At the age of eight, Scout Finch is an entrenched free-thinker. She can accept her father's warning that it is a sin to kill a mockingbird, because mockingbirds harm no one and give great pleasure. The benefits said to be gained from going to school and keeping her temper elude her. The place of this enchanting, intensely moving story is Maycomb, Alabama. The time is the Depression, but Scout and her brother, Jem, are seldom depressed. They have appalling gifts for entertaining themselves—appalling, that is, to almost everyone except their wise lawyer father, Atticus. Atticus is a man of unfaltering good will and humor, and partly because of this, the children become involved in some disturbing adult mysteries: fascinating Boo Radley, who never leaves his house; the terrible temper of Mrs. Dubose down the street; the fine distinctions that make the Finch family ""quality""; the forces that cause the people of Maycomb to show compassion in one crisis and unreasoning cruelty in another. Also because Atticus is what he is, and because he lives where he does, he and his children are plunged into a conflict that indelibly marks their lives—and gives Scout some basis for thinking she knows just about as much about the world as she needs to.",http://books.google.com/books/content?id=M9lKHhLy1y0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.27,323.0,age eight scout finch entrenched freethinker accept father warning sin kill mockingbird mockingbird harm one give great pleasure benefit said gained going school keeping temper elude place enchanting intensely moving story maycomb alabama time depression scout brother jem seldom depressed appalling gift entertaining themselvesappalling almost everyone except wise lawyer father atticus atticus man unfaltering good humor partly child become involved disturbing adult mystery fascinating boo radley never leaf house terrible temper mr dubose street fine distinction make finch family quality force cause people maycomb show compassion one crisis unreasoning cruelty another also atticus life child plunged conflict indelibly mark livesand give scout basis thinking know much world need,fiction,Literature & Drama
9780061208492,0061208493,The Complete C. S. Lewis Signature Classics,C. S. Lewis,Religion,Seven Spiritual Masterworks by C. S. Lewis This classic collection includes C. S. Lewis's most important spiritual works: Mere Christianity The Screwtape Letters The Great Divorce The Problem of Pain Miracles A Grief Observed The Abolition of Man,http://books.google.com/books/content?id=JaC0_Yvffr0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.61,746.0,seven spiritual masterworks c lewis classic collection includes c lewis important spiritual work mere christianity screwtape letter great divorce problem pain miracle grief observed abolition man,nonfiction,Philosophy & Religion
9780061238239,0061238236,The End of Days,Zecharia Sitchin,History,"A conclusion to the Earth Chronicles series brings the author's theories about the Anunnaki extraterrestrial beings full circle, addressing key questions pertaining to such topics as the biblical Daniel, Sir Isaac Newton, and the end of the world.",http://books.google.com/books/content?id=EIBljQDVR-kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,336.0,conclusion earth chronicle series brings author theory anunnaki extraterrestrial being full circle addressing key question pertaining topic biblical daniel sir isaac newton end world,fiction,Biography & History
9780061312113,0061312118,The Blue and Brown Books,Ludwig Wittgenstein,Philosophy,"These works, as the sub-title makes clear, are unfinished sketches for Philosophical Investigations, possibly the most important and influential philosophical work of modern times. The 'Blue Book' is a set of notes dictated to Witgenstein's Cambridge students in 1933-1934: the 'Brown Book' was a draft for what eventually became the growth of the first part of Philosophical Investigations. This book reveals the germination and growth of the ideas which found their final expression in Witgenstein's later work. It is indispensable therefore to students of Witgenstein's thought and to all those who wish to study at first-hand the mental processes of a thinker who fundamentally changed the course of modern philosophy.",http://books.google.com/books/content?id=ffiZugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,208.0,work subtitle make clear unfinished sketch philosophical investigation possibly important influential philosophical work modern time blue book set note dictated witgensteins cambridge student brown book draft eventually became growth first part philosophical investigation book reveals germination growth idea found final expression witgensteins later work indispensable therefore student witgensteins thought wish study firsthand mental process thinker fundamentally changed course modern philosophy,nonfiction,Academic & Humanities
9780061750588,0061750581,The Pursuit of Happyness,Chris Gardner,Biography & Autobiography,"The astounding yet true rags-to-riches saga of a homeless father who raised and cared for his son on the mean streets of San Francisco and went on to become a crown prince of Wall Street At the age of twenty, Milwaukee native Chris Gardner, just out of the Navy, arrived in San Francisco to pursue a promising career in medicine. Considered a prodigy in scientific research, he surprised everyone and himself by setting his sights on the competitive world of high finance. Yet no sooner had he landed an entry-level position at a prestigious firm than Gardner found himself caught in a web of incredibly challenging circumstances that left him as part of the city's working homeless and with a toddler son. Motivated by the promise he made to himself as a fatherless child to never abandon his own children, the two spent almost a year moving among shelters, ""HO-tels,"" soup lines, and even sleeping in the public restroom of a subway station. Never giving in to despair, Gardner made an astonishing transformation from being part of the city's invisible poor to being a powerful player in its financial district. More than a memoir of Gardner's financial success, this is the story of a man who breaks his own family's cycle of men abandoning their children. Mythic, triumphant, and unstintingly honest, The Pursuit of Happyness conjures heroes like Horatio Alger and Antwone Fisher, and appeals to the very essence of the American Dream.",http://books.google.com/books/content?id=xUVtpmQZlZUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0.0,0.0,astounding yet true ragstoriches saga homeless father raised cared son mean street san francisco went become crown prince wall street age twenty milwaukee native chris gardner navy arrived san francisco pursue promising career medicine considered prodigy scientific research surprised everyone setting sight competitive world high finance yet sooner landed entrylevel position prestigious firm gardner found caught web incredibly challenging circumstance left part city working homeless toddler son motivated promise made fatherless child never abandon child two spent almost year moving among shelter hotel soup line even sleeping public restroom subway station never giving despair gardner made astonishing transformation part city invisible poor powerful player financial district memoir gardner financial success story man break family cycle men abandoning child mythic triumphant unstintingly honest pursuit happyness conjures hero like horatio alger antwone fisher appeal essence american dream,nonfiction,Biography & History
9780061796067,0061796069,What A Lady Wants,Victoria Alexander,Fiction,"One bachelor down . . . three more to go. Four most desirable gentlemen have wagered one shilling apiece and a bottle of cognac that will go to the last unmarried man standing . . . Nigel Cavendish knows he'll marry one day, but hopefully that day is many years—and many women—in the future! Until then, the handsome, unrepentant rake intends to enjoy life's pleasures to the fullest! From the moment Lady Felicity Melville spies the adventurous scoundrel climbing from a neighbor's window—with his comely conquest's husband in hot pursuit—she knows Nigel is the answer to her prayers . . . with a little reformation, of course! Felicity craves excitement and who in all of London is more exciting than the infamous Mr. Cavendish? So what's a girl to do but hatch a scheme to win what she so fervently desires. But her plan works too well when a game of chance and an errant pistol shot abruptly make them husband and wife—but in a way neither wanted. Now Felicity has to prove to her wayward husband that she's the only woman he could ever want . . . or need!",http://books.google.com/books/content?id=ms8Sxy_sfEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0.0,0.0,one bachelor three go four desirable gentleman wagered one shilling apiece bottle cognac go last unmarried man standing nigel cavendish know hell marry one day hopefully day many yearsand many womenin future handsome unrepentant rake intends enjoy life pleasure fullest moment lady felicity melville spy adventurous scoundrel climbing neighbor windowwith comely conquest husband hot pursuitshe know nigel answer prayer little reformation course felicity craves excitement london exciting infamous mr cavendish whats girl hatch scheme win fervently desire plan work well game chance errant pistol shot abruptly make husband wifebut way neither wanted felicity prove wayward husband shes woman could ever want need,fiction,Literature & Drama
9780061796777,0061796778,A Little Bit Wicked,Victoria Alexander,Fiction,"Who will be the last unmarried man standing? No man in his right mind would want to get married, but every duke, earl, and viscount knows that a fellow must do his duty in the end. So four of London's most desirable gentlemen make a wager—the prize going to the one who remains unwed the longest. Gideon Pearsall, Viscount Warton, thinks he has a fair shot at winning. After all, he's managed to enjoy the favors of many a lady while resisting the parson's noose. Even when he's stopped dead in his tracks by the most scandalous woman in all of London—Judith, Lady Chester—he vows to have her bedded but never wedded. Beautiful, and more than a little bit naughty, Judith has always kept herself within the bounds of respectability, even while playing by her own rules. And the experience has taught her to avoid marriage. She has no desire to resist Warton's hot kisses, and his tempting touch is impossible to ignore. But soon both Judith and Gideon can't help but wonder . . . is it possible to be a little bit wicked and still follow your heart?",http://books.google.com/books/content?id=KPM0TYF7DNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0.0,0.0,last unmarried man standing man right mind would want get married every duke earl viscount know fellow must duty end four london desirable gentleman make wagerthe prize going one remains unwed longest gideon pearsall viscount warton think fair shot winning he managed enjoy favor many lady resisting parson noose even he stopped dead track scandalous woman londonjudith lady chesterhe vow bedded never wedded beautiful little bit naughty judith always kept within bound respectability even playing rule experience taught avoid marriage desire resist wartons hot kiss tempting touch impossible ignore soon judith gideon cant help wonder possible little bit wicked still follow heart,fiction,Literature & Drama
9780061833076,006183307X,The Wit and Wisdom of Winston Churchill,James C. Humes,History,"An extremely entertaining compendium of bon mots, anecdotes, and trivia about Winston Churchill from a leading Churchill lecturer and performer -- useful for speakers, students, of history, and World War II buffs, as well as general readers.",http://books.google.com/books/content?id=00d_C6Yf9m0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0.0,0.0,extremely entertaining compendium bon mot anecdote trivia winston churchill leading churchill lecturer performer useful speaker student history world war ii buff well general reader,nonfiction,Biography & History
9780061843181,0061843180,"Sleep, Pale Sister",Joanne Harris,Fiction,"Before the sweet delight of Chocolat, before the heady concoction that is Blackberry Wine, and before the tart pleasures of Five Quarters of the Orange, bestselling author Joanne Harris wrote Sleep, Pale Sister -- a gothic tourde-force that recalls the powerfully dark sensibility of her novel Holy Fools. Originally published in 1994 -- and never before available in the United States -- Sleep, Pale Sister is a hypnotically atmospheric story set in nineteenth century London. When puritanical artist Henry Chester sees delicate child beauty Effie, he makes her his favorite model and, before long, his bride. But Henry, volatile and repressed, is in love with an ideal. Passive, docile, and asexual, the woman he projects onto Effie is far from the woman she really is. And when Effie begins to discover the murderous depths of Henry's hypocrisy, her latent passion will rise to the surface. Sleep, Pale Sister combines the ethereal beauty of a Pre-Raphaelite painting with a chilling high gothic tale and is a testament to Harris's brimming cornucopia of talents. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",http://books.google.com/books/content?id=BLSAth-7Re8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0.0,0.0,sweet delight chocolat heady concoction blackberry wine tart pleasure five quarter orange bestselling author joanne harris wrote sleep pale sister gothic tourdeforce recall powerfully dark sensibility novel holy fool originally published never available united state sleep pale sister hypnotically atmospheric story set nineteenth century london puritanical artist henry chester see delicate child beauty effie make favorite model long bride henry volatile repressed love ideal passive docile asexual woman project onto effie far woman really effie begin discover murderous depth henry hypocrisy latent passion rise surface sleep pale sister combine ethereal beauty preraphaelite painting chilling high gothic tale testament harris brimming cornucopia talent p edition feature extra page insight book including author interview recommended reading,fiction,Literature & Drama
9780061977664,0061977667,The Collected Poetry of Nikki Giovanni,Nikki Giovanni,Poetry,"This omnibus covers Nikki Giovanni's complete work of poetry from 1967–1983. THE COLLECTED POETRY OF NIKKI GIOVANNI will include the complete volumes of five adult books of poetry: Black Feeling Black Talk/Black Judgement, My House, The Women and the Men, Cotton Candy on a Rainy Day, and Those Who Ride the Night Winds. Nikki self–published her first book Black Feeling, Black Talk/BlackJudgement in 1969, selling 10,000 copies; William Morrow published in 1970. Know for its iconic revolutionary phrases, it is heralded as one of the most important volumes of modern African–American poetry and is considered the seminal volume of Nikki's body of work. My House (Morrow 1972) marks a new dimension in tone and philosphy––This is Giovanni's first foray into the autobiographical. In The Women and the Men (Morrow 1975), Nikki displays her compassion for the people, things and places she has encountered––She reveres the ordinary and is in search of the extraordinary. Cotton Candy on a Rainy Day (Morrow 1978) is one of the most poignant and introspective of all Giovanni's collections. These poems chronicle the drastic change that took place during the 1970s––when the dreams of the Civil Rights era seemed to have evaporated. Those Who Ride the Night Winds (Morrow 1983) is devoted to ""the day trippers and midnight cowboys,"" the ones who have devoted their lives to pushing the limits of the human condition and shattered the constraints of the stautus quo.",http://books.google.com/books/content?id=nCgrT6bx0Y8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0.0,0.0,omnibus cover nikki giovannis complete work poetry collected poetry nikki giovanni include complete volume five adult book poetry black feeling black talkblack judgement house woman men cotton candy rainy day ride night wind nikki selfpublished first book black feeling black talkblackjudgement selling copy william morrow published know iconic revolutionary phrase heralded one important volume modern africanamerican poetry considered seminal volume nikkis body work house morrow mark new dimension tone philosphythis giovannis first foray autobiographical woman men morrow nikki display compassion people thing place encounteredshe revere ordinary search extraordinary cotton candy rainy day morrow one poignant introspective giovannis collection poem chronicle drastic change took place swhen dream civil right era seemed evaporated ride night wind morrow devoted day tripper midnight cowboy one devoted life pushing limit human condition shattered constraint stautus quo,nonfiction,Literature & Drama
9780061999420,0061999423,Sugarplums and Scandal,Dana Cameron;Mary Daheim;Lori Avocato;Kerrelyn Sparks;Suzanne Macpherson;Cait London,Fiction,"SUGARPLUMS AND SCANDAL brings together the best of romance and mystery in one delightful collection of Christmas tales. In the expert hands of six of Avon's best storytellers, the holiday season takes on an air of love and scandalous surprises! Filled with Christmas miracles, romance, and suspense, this will make the perfect gift for both romance and mystery fans. Each author brings their own unique voice and characters to the collection, as well as their fan followings. All I Want For Christmas is My Two Front Teeth – Lori Avocato The Lords of Misrule – Dana Cameron The Ghost of Christmas Passed – Mary Daheim Partners in Crime – Cait London Holly Go Lightly – Suzanne Macpherson A Very Vampy Christmas – Kerrelyn Sparks",http://books.google.com/books/content?id=hcTOj-A6C70C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0.0,0.0,sugarplum scandal brings together best romance mystery one delightful collection christmas tale expert hand six avon best storyteller holiday season take air love scandalous surprise filled christmas miracle romance suspense make perfect gift romance mystery fan author brings unique voice character collection well fan following want christmas two front teeth lori avocato lord misrule dana cameron ghost christmas passed mary daheim partner crime cait london holly go lightly suzanne macpherson vampy christmas kerrelyn spark,fiction,Literature & Drama
9780062508119,0062508113,The World's Religions,Huston Smith,History,"Provides an introduction to Hinduism, Buddhism, Confucianism, Taoism, Islam, Judaism, Christianity, and the native traditions of the Americas, Australia, Africa, and Oceania",http://books.google.com/books/content?id=eDMIwLHwKOcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,416.0,provides introduction hinduism buddhism confucianism taoism islam judaism christianity native tradition america australia africa oceania,nonfiction,Biography & History
9780062508867,0062508865,Muhammad,Karen Armstrong,Biography & Autobiography,This vivid and detailed biography strips away centuries of distortion and myth and presents a balanced view of the man whose religion continues to dramatically affect the course of history.,http://books.google.com/books/content?id=FbDVDnPRXKoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,304.0,vivid detailed biography strip away century distortion myth present balanced view man whose religion continues dramatically affect course history,nonfiction,Biography & History
9780062511119,0062511114,A Manual for Living,Epictetus,Religion,The essence of perennial Stoic wisdom in aphorisms of stunning insight and simplicity. The West's first and best little instruction book offers thoroughly contemporary and pragmatic reflections on how best to live with serenity and joy.,http://books.google.com/books/content?id=cofP7FbBfAgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,96.0,essence perennial stoic wisdom aphorism stunning insight simplicity west first best little instruction book offer thoroughly contemporary pragmatic reflection best live serenity joy,nonfiction,Philosophy & Religion
9780062512796,006251279X,The Pilgrimage,Paulo Coelho;Alan R. Clarke,Fiction,"Previously published as The Diary of a Magus, this book tells of Coelho's initiation into a spiritual path, leading to inner development and wisdom. He shares exercises in self-control and self-discovery, which he was taught on his pilgrimage along the ancient road to Santiago.",http://books.google.com/books/content?id=atdJcAL3MBQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.65,272.0,previously published diary magus book tell coelhos initiation spiritual path leading inner development wisdom share exercise selfcontrol selfdiscovery taught pilgrimage along ancient road santiago,nonfiction,Literature & Drama
9780062513342,0062513346,The Valkyries,Paulo Coelho,Fiction,"A Magical Tale About Forgiving Our Past and Believing in Our Future The enchanting, true story of The Valkyries begins in Rio de Janeiro when author Paulo Coelho gives his mysterious master J., the only manuscript for his book The Alchemist. Haunted by a devastating curse, Coelho confesses to J., ""I′ve seen my dreams fall apart just when I seemed about to achieve them."" In response, J. gives Coelho a daunting task: He must find and speak with his guardian angel. ""The curse can be broken,"" he replies, ""if you complete the task."" Rising to the challenge, Paulo and his wife, Cristina, drop everything, pack their bags, and take off on a forty day adventure into the starkly beautiful and sometimes dangerous Mojave Desert where they encounter more than they bargained for. A masterful blend of the exotic locales, dramatic adventure, and magical storytelling, for which Coelho′s fictional works are renowned, this true-life account is at once a modern-day adventure and a metaphysical odyssey.",http://books.google.com/books/content?id=jMT_h99Z_lUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.31,212.0,magical tale forgiving past believing future enchanting true story valkyrie begin rio de janeiro author paulo coelho give mysterious master j manuscript book alchemist haunted devastating curse coelho confesses j ive seen dream fall apart seemed achieve response j give coelho daunting task must find speak guardian angel curse broken reply complete task rising challenge paulo wife cristina drop everything pack bag take forty day adventure starkly beautiful sometimes dangerous mojave desert encounter bargained masterful blend exotic locale dramatic adventure magical storytelling coelhos fictional work renowned truelife account modernday adventure metaphysical odyssey,fiction,Literature & Drama
9780062545039,0062545035,A Circle of Quiet,Madeleine L'Engle,Religion,This journal shares fruitful reflections on life and career prompted by the author's visit to her personal place of retreat near her country home.,http://books.google.com/books/content?id=0r6LtMCHH3wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21,246.0,journal share fruitful reflection life career prompted author visit personal place retreat near country home,nonfiction,Philosophy & Religion
9780064400961,0064400964,Betsy-Tacy,Maud Hart Lovelace,Juvenile Fiction,"Best Friends Forever There are lots of children on Hill Street, but no little girls Betsy's age. So when a new family moves into the house across the street, Betsy hopes they will have a little girl she can play with. Sure enough, they do—a little girl named Tacy. And from the moment they meet at Betsy's fifth birthday party, Betsy and Tacy becoms such good friends that everyone starts to think of them as one person—Betsy-Tacy. Betsy and Tacy have lots of fun together. They make a playhouse from a piano box, have a sand store, and dress up and go calling. And one day, they come home to a wonderful surprise—a new friend named Tib. Ever since their first publication in the 1940's, the Betsy-Tacy stories have been loved by each generation of young readers.",http://books.google.com/books/content?id=tfUCGyIfJzsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,144.0,best friend forever lot child hill street little girl betsys age new family move house across street betsy hope little girl play sure enough doa little girl named tacy moment meet betsys fifth birthday party betsy tacy becoms good friend everyone start think one personbetsytacy betsy tacy lot fun together make playhouse piano box sand store dress go calling one day come home wonderful surprisea new friend named tib ever since first publication betsytacy story loved generation young reader,fiction,Childrens Books
9780064400992,0064400999,Betsy and Tacy Go Over the Big Hill,Maud Hart Lovelace,Juvenile Fiction,"Betsy, Tacy, and Tib can't wait to be ten. After all, getting two numbers in your age is the beginning of growing up—exciting things are bound to happen. And they do! The girls fall in love with the King of Spain, perform in the School Entertainment, and for the first time, go all the way over the Big Hill to Little Syria by themselves. There Betsy, Tacy, and Tib make new friends and learn a thing or two. They learn that new Americans are sometimes the best Americans. And they learn that they themselves wouldn't want to be anything else. Ever since their first publication in the 1940s, the Betsy-Tacy stories have been loved by each generation of young readers.",http://books.google.com/books/content?id=iJSAmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,192.0,betsy tacy tib cant wait ten getting two number age beginning growing upexciting thing bound happen girl fall love king spain perform school entertainment first time go way big hill little syria betsy tacy tib make new friend learn thing two learn new american sometimes best american learn wouldnt want anything else ever since first publication betsytacy story loved generation young reader,fiction,Childrens Books
9780064401104,0064401103,Heaven to Betsy,Maud Hart Lovelace,Juvenile Fiction,A novel about the active lives of two rather different high school freshmen in 1906.,http://books.google.com/books/content?id=q3H5yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.29,368.0,novel active life two rather different high school freshman,fiction,Childrens Books
9780064401685,0064401685,The Wish Giver,Bill Brittain,Juvenile Fiction,"When a strange little man comes to the Coven Tree Church Social promising he can give people exactly what they ask for, three young believers-in-magic each make a wish that comes true in the most unexpected way.",http://books.google.com/books/content?id=uYAY6WCsZgIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,192.0,strange little man come coven tree church social promising give people exactly ask three young believersinmagic make wish come true unexpected way,fiction,Childrens Books
9780064402453,0064402452,Racso and the Rats of NIMH,Jane Leslie Conly,Juvenile Fiction,"‘Racso, a brash and boastful little rodent, is making his way to Thorn Valley, determined to learn how to read and write and become a hero. His bragging and lies get him off to a bad start, but a crisis gives him the opportunity to prove his mettle. A worthy successor [to Mrs. Frisby and the Rats of NIMH, a Newbery Medal winner by the author's father].' 'BL. 1986 Children's Editors' Choices (BL) Children's Choices for 1987 (IRA/CBC) Notable 1986 Childrens' Trade Books in Social Studies (NCSS/CBC) 1986 Children's Books (NY Public Library) Best Science Fiction/Fantasy 1986 (VOYA)",http://books.google.com/books/content?id=MgoNv0g8pskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76,288.0,racso brash boastful little rodent making way thorn valley determined learn read write become hero bragging lie get bad start crisis give opportunity prove mettle worthy successor mr frisby rat nimh newbery medal winner author father bl childrens editor choice bl childrens choice iracbc notable childrens trade book social study ncsscbc childrens book ny public library best science fictionfantasy voya,fiction,Childrens Books
9780064403368,006440336X,Child of the Owl,Laurence Yep,Juvenile Fiction,"Twelve-year-old Casey is waiting for the day that Barney, her father, hits it big -- 'cause when that horse comes in, he tells her, it's the penthouse suite. But then hr ends up in the hospital, and Casey is sent to Chinatown to live with her grandmother, Paw-Paw. Now the waiting seems longer than ever. Casey feels lost in Chinatown. She's not prepared for the Chinese school, the noisy crowds, missing her father. But Paw-Paw tells her about the mother Casey never knew, and about her family's owl charm and her true Chinese name. And Casey at last begins to understand that this -- Paw-Paw's Chinatown home, her parents' home -- is her home,too.",http://books.google.com/books/content?id=IvP2bGRcViQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.6,288.0,twelveyearold casey waiting day barney father hit big cause horse come tell penthouse suite hr end hospital casey sent chinatown live grandmother pawpaw waiting seems longer ever casey feel lost chinatown shes prepared chinese school noisy crowd missing father pawpaw tell mother casey never knew family owl charm true chinese name casey last begin understand pawpaw chinatown home parent home hometoo,fiction,Childrens Books
9780064403870,0064403874,"R-T, Margaret, and the Rats of NIMH",Jane Leslie Conly,Juvenile Fiction,"When Margaret and her younger brother, Artie, get lost in the woods on a family camping trip, they are rescued by rats -- the superintelligent rats of NIMH. Taken into the rat's community, the children are safe for the time being. But winter is coming. Margaret and Artie have to get back home. And when they do, they must protect the rats who have helped them. Everything depends on their silence... but it's hard to evade questions forever. Children's Choices for 1991 (IRA/CBC)VOYA's Best Science Fiction, Fantasy, and Horror 1990Parenting Honorable Mention, Reading Magic Award",http://books.google.com/books/content?id=WTHHHA80Q_oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.52,272.0,margaret younger brother artie get lost wood family camping trip rescued rat superintelligent rat nimh taken rat community child safe time winter coming margaret artie get back home must protect rat helped everything depends silence hard evade question forever childrens choice iracbcvoyas best science fiction fantasy horror parenting honorable mention reading magic award,fiction,Childrens Books
9780064404419,0064404412,The Rainbow People,Laurence Yep,Juvenile Fiction,"""Culled from 69 stories collected in a [1930s] WPA project, [these 20] tales are organized into sections with themes like 'Tricksters' or 'Virtues and Vices,' each with a thoughtful introduction placing the individual stories in the context of feelings and background of the original tellers. Yep's telling is vigorous, often poetic, imbued with earthy humor and realism touched with fatalism. A handsomely designed collection."" —K. Notable Children's Books of 1989 (ALA) The USA Through Children's Books 1990 (ALA) 1989 Boston Globe–Horn Book Award for Nonfiction 1990 Fanfare Honor List (The Horn Book) 1989 Children's Editors' Choices (BL) Notable 1989 Children's Trade Books in Social Studies (NCSS/CBC) Children's Books of 1989 (Library of Congress) 1989 Children's Books (NY Public Library) ""The Best Books"" 1989 (Parents Magazine)",http://books.google.com/books/content?id=5AHwqNDuiCwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,208.0,culled story collected wpa project tale organized section theme like trickster virtue vice thoughtful introduction placing individual story context feeling background original teller yeps telling vigorous often poetic imbued earthy humor realism touched fatalism handsomely designed collection k notable childrens book ala usa childrens book ala boston globehorn book award nonfiction fanfare honor list horn book childrens editor choice bl notable childrens trade book social study ncsscbc childrens book library congress childrens book ny public library best book parent magazine,fiction,Childrens Books
9780064404891,0064404897,Dragon's Gate,Laurence Yep,Juvenile Fiction,"In 1867, Otter travels from Three Willows Village in China to California -- the Land of the Golden Mountain. There he will join his father and uncle. In spite of the presence of family, Otter is a stranger among the other Chinese in this new land. And where he expected to see a land of goldfields, he sees only vast, cold whiteness. But Otter's dream is to learn all he can, take the technology back to the Middle Kingdom, and free China from the Manchu invaders. Otter and the others board a machine that will change his life -- a train for which he would open the Dragon's Gate.",http://books.google.com/books/content?id=7_8vo34TfMQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67,352.0,otter travel three willow village china california land golden mountain join father uncle spite presence family otter stranger among chinese new land expected see land goldfield see vast cold whiteness otter dream learn take technology back middle kingdom free china manchu invader otter others board machine change life train would open dragon gate,fiction,Childrens Books
9780064405447,0064405443,Betsy's Wedding,Maud Hart Lovelace,Juvenile Fiction,"Betsy marries Joe, her high school sweetheart, and they have all the problems of young newlyweds, in a sixtieth anniversary edition of a beloved story which includes a new biographical section and a new forward. Original.",http://books.google.com/books/content?id=aT6r0nSbMG8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.31,260.0,betsy marries joe high school sweetheart problem young newlywed sixtieth anniversary edition beloved story includes new biographical section new forward original,fiction,Childrens Books
9780064405454,0064405451,Betsy and the Great World,Maud Hart Lovelace,Juvenile Fiction,"In January 1914, with an unsuccessful college experience and a broken romance with Joe behind her, twenty-one-year-old Betsy, traveling alone for the first time, determines to enjoy every moment of her long trip around Europe.",http://books.google.com/books/content?id=Vu1h2B2XoHoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,321.0,january unsuccessful college experience broken romance joe behind twentyoneyearold betsy traveling alone first time determines enjoy every moment long trip around europe,fiction,Childrens Books
9780064405478,0064405478,Betsy Was a Junior,Maud Hart Lovelace,Juvenile Fiction,A small town shortly after the turn of the century provides the background for this account of Betsy's third year at Deep Valley High. Reissue.,http://books.google.com/books/content?id=TNcQQCH_NMgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,320.0,small town shortly turn century provides background account betsys third year deep valley high reissue,fiction,Childrens Books
9780064405713,0064405710,Crazy Lady!,Jane Leslie Conly,Juvenile Fiction,"Increasingly alienated from his widowed father, Vernon joins his friends in ridiculing the neighborhood outcasts'Maxine, an alcoholic prone to outrageous behavior, and Ronald, her retarded son. But when a social service agency tries to put Ronald into a special home, Vernon fights against the move. 1994 Newbery Honor Book Notable Children's Books of 1994 (ALA) 1994 Best Books for Young Adults (ALA) 1994 Young Adult Editors' Choices (BL) 1994 Books for the Teen Age (NY Public Library) Young Adult Choices for 1995 (IRA)",http://books.google.com/books/content?id=aJwh7yxnoMoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64,192.0,increasingly alienated widowed father vernon join friend ridiculing neighborhood outcastsmaxine alcoholic prone outrageous behavior ronald retarded son social service agency try put ronald special home vernon fight move newbery honor book notable childrens book ala best book young adult ala young adult editor choice bl book teen age ny public library young adult choice ira,fiction,Childrens Books
